Stat,Test,ODI,T20,IPL
Matches,0,22,53,30
Innings,0,20,46,26
Runs,0,743,834,500
Balls,0,737,560,343
Highest,0,113,76,71
Average,0,43.71,23.17,25
SR,0,100.82,148.93,145.78
Not Out,0,3,10,6
Fours,0,62,62,29
Sixes,0,35,52,37
Ducks,0,1,7,2
