over,runs,wickets
1,11,0
2,8,0
3,9,0
4,13,0
5,7,0
6,13,0
7,2,0
8,3,0
9,10,0
10,6,0
11,10,0
12,3,0
13,11,0
14,5,0
15,9,0
16,7,0
17,10,0
18,8,0
19,9,0
20,30,0
