bowler,overs,maidens,runs,wickets,economy
Dinda,4,0,57,0,14.2
D Chahar,2,0,21,0,10.5
Stokes,4,0,36,1,9.0
Tahir,4,0,28,3,7.0
Zampa,3,0,26,1,8.7
R Bhatia,3,0,14,2,4.7
