Stat,Test,ODI,T20,IPL
Matches,2,27,45,130
Innings,3,24,45,123
Runs,78,933,1328,3407
Balls,91,913,897,2397
Highest,52,210,103,106
Average,78,42.41,30.18,29.89
SR,85.72,102.20,148.05,142.14
Not Out,2,2,1,9
Fours,8,95,134,329
Sixes,2,33,70,156
Ducks,0,1,2,11
