bowler,overs,maidens,runs,wickets,economy
McClenaghan,4,0,24,2,6.0
Malinga,4,0,51,1,12.8
Harbhajan,4,0,22,1,5.5
Bumrah,4,0,45,0,11.2
Krunal Pandya,3,0,18,0,6.0
Hardik Pandya,1,0,15,0,15.0
