batter,runs,balls,fours,sixes,strike_rate,dismissal
Tripathi,81,51,8,3,158.82,c Watson b DJ Bravo
Shubman Gill,11,12,1,0,91.67,c Dhoni b SN Thakur
Nitish Rana,9,10,1,0,90.0,c Ravindra Jadeja b Karn Sharma
Narine,17,9,1,1,188.89,c du Plessis b Karn Sharma
Morgan,7,10,1,0,70.0,c Dhoni b Sam Curran
Russell,2,4,0,0,50.0,c Dhoni b SN Thakur
Karthik,12,11,1,0,109.09,c SN Thakur b Sam Curran
Cummins,17,9,1,1,188.89,not out
K Nagarkoti,0,2,0,0,0.0,c du Plessis b DJ Bravo
Shivam Mavi,0,1,0,0,0.0,c Dhoni b DJ Bravo
Chakravarthy,1,1,0,0,100.0,run out (Ravindra Jadeja/Dhoni)
