batter,runs,balls,fours,sixes,strike_rate,dismissal
Brendon McCullum,4,6,1,0,66.67,c R Rossouw b Chahal
Dwayne Bravo,5,4,1,0,125.0,c de Villiers b I Abdulla
Dwayne Smith,39,29,3,3,134.48,c D Karthik b Harshal Patel
MS Dhoni,13,13,2,0,100.0,c de Villiers b Chahal
Ashish Nehra,0,1,0,0,0.0,not out
Suresh Raina,62,32,4,6,193.75,c R Rossouw b Chahal
Ravindra Jadeja,8,8,1,0,100.0,c Kohli b I Abdulla
Ravichandran Ashwin,5,3,1,0,166.67,c Bisla b D Wiese
Faf du Plessis,33,18,4,1,183.33,not out
Mohit Sharma,2,6,0,0,33.33,b M Starc
