batter,runs,balls,fours,sixes,strike_rate,dismissal
Yuvraj Singh,8,8,0,1,100.0,c Rishabh Pant b A Mishra
Ashish Nehra,1,1,0,0,100.0,not out
Moises Henriques,0,1,0,0,0.0,lbw b Shami
Shikhar Dhawan,34,37,3,0,91.89,c Samson b A Mishra
Naman Ojha,7,9,1,0,77.78,c Samson b Coulter-Nile
Bhuvneshwar Kumar,1,2,0,0,50.0,run out (C Morris)
David Warner,46,30,6,1,153.33,b Jayant Yadav
Kane Williamson,27,24,3,0,112.5,b C Morris
Barinder Sran,1,1,0,0,100.0,not out
Deepak Hooda,10,9,1,0,111.11,hit wkt b Coulter-Nile
