batter,runs,balls,fours,sixes,strike_rate,dismissal
Sachin Tendulkar,27,24,3,1,112.5,b S Narine
Harbhajan Singh,1,2,0,0,50.0,c Manoj Tiwary b S Narine
Lasith Malinga,8,6,0,1,133.33,c Manoj Tiwary b L Balaji
Dinesh Karthik,21,26,3,0,80.77,c Y Pathan b L Balaji
Herschelle Gibbs,13,24,1,0,54.17,lbw b I Abdulla
Dwayne Smith,0,1,0,0,0.0,lbw b J Kallis
RP Singh,3,5,0,0,60.0,c I Abdulla b S Narine
Rohit Sharma,12,14,1,0,85.71,c B McCullum b S Narine
Kieron Pollard,8,5,1,0,160.0,c B McCullum b J Kallis
Ambati Rayudu,11,8,0,1,137.5,st B McCullum b S Hasan
