batter,runs,balls,fours,sixes,strike_rate,dismissal
Warner,21,20,2,1,105.0,c Harry Brook b Washington Sundar
Salt,0,1,0,0,0.0,c Klaasen b Bhuvneshwar
Mitchell Marsh,25,15,5,0,166.67,lbw b T Natarajan
Sarfaraz Khan,10,9,0,1,111.11,c Bhuvneshwar b Washington Sundar
Manish Pandey,34,27,2,0,125.93,run out (Washington Sundar/Klaasen)
Aman Hakim Khan,4,2,1,0,200.0,c Abhishek Sharma b Washington Sundar
Axar,34,34,4,0,100.0,b Bhuvneshwar
Ripal Patel,5,6,0,0,83.33,run out (Klaasen)
Nortje,2,2,0,0,100.0,run out (Umran Malik/Klaasen)
Kuldeep Yadav,4,3,1,0,133.33,not out
Ishant,1,1,0,0,100.0,not out
