Stat,Test,ODI,T20,IPL
Matches,0,0,0,36
Innings,0,0,0,36
Balls,0,0,0,749
Runs,0,0,0,1083
Maidens,0,0,0,1
Wickets,0,0,0,25
Avg,0.0,0.0,0.0,43.32
Eco,0,0,0,8.68
SR,0.0,0.0,0.0,29.96
BBI,-/-,-/-,-/-,3/17
BBM,-/-,-/-,-/-,3/17
