batter,runs,balls,fours,sixes,strike_rate,dismissal
Sanju Samson,6,7,1,0,85.71,b Nandre Burger
Ruturaj Gaikwad,6,11,1,0,54.55,b Jofra Archer
Ayush Mhatre,0,1,0,0,0.0,c Dhruv Jurel b Nandre Burger
Matthew Short,2,7,0,0,28.57,c Yashasvi Jaiswal b Sandeep Sharma
Sarfaraz Khan,17,12,2,1,141.67,lbw b Ravindra Jadeja
Kartik Sharma,18,15,0,1,120.0,lbw b Brijesh Sharma
Shivam Dube,6,4,0,1,150.0,c Ravi Bishnoi b Ravindra Jadeja
Jamie Overton,43,36,2,2,119.44,run out (Shimron Hetmyer/Dhruv Jurel)
Noor Ahmad,1,9,0,0,11.11,c Dhruv Jurel b Jofra Archer
Matt Henry,5,7,1,0,71.43,c and b Ravi Bishnoi
Anshul Kamboj,7,10,1,0,70.0,not out
