batter,runs,balls,fours,sixes,strike_rate,dismissal
Adam Gilchrist,3,8,0,0,37.5,c A Jhunjhunwala b R Sharma
Dinesh Karthik,30,27,3,0,111.11,c A Jhunjhunwala b M Marsh
David Hussey,4,5,0,0,80.0,c R Uthappa b B Kumar
Shaun Marsh,32,28,3,1,114.29,b B Kumar
Praveen Kumar,3,5,0,0,60.0,not out
Ryan Harris,4,4,1,0,100.0,c Y Singh b M Marsh
Siddharth Chitnis,9,9,1,0,100.0,c A Jhunjhunwala b W Parnell
Paul Valthaty,23,22,4,0,104.55,c B Kumar b R Sharma
Shalabh Srivastava,1,1,0,0,100.0,not out
Mandeep Singh,6,11,0,0,54.55,c Y Singh b W Parnell
