over,runs,wickets
1,4,0
2,12,0
3,19,0
4,15,0
5,14,0
6,8,0
7,4,0
8,12,0
9,4,0
10,10,0
11,5,0
12,6,0
13,4,0
14,4,0
15,9,0
16,10,0
17,12,0
18,3,0
19,11,0
20,5,0
