bowler,overs,maidens,runs,wickets,economy
Mohammed Shami,4,0,37,1,9.2
Hardik Pandya,3,0,37,0,12.3
Rashid Khan,4,0,34,1,8.5
Noor Ahmad,4,0,26,1,6.5
Mohit Sharma,4,0,29,4,7.2
Alzarri Joseph,1,0,5,0,5.0
