Stat,Test,ODI,T20,IPL
Matches,28,4,23,76
Innings,53,4,22,76
Runs,2511,171,723,2478
Balls,3803,197,440,1613
Highest,214,116,100,124
Average,49.24,57,36.15,34.9
SR,66.03,86.81,164.32,153.63
Not Out,2,1,2,5
Fours,312,19,82,294
Sixes,45,4,38,106
Ducks,6,0,2,4
