Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"SOUTH AFRICA TOUR OF INDIA, 2025",DNB & 0-9,RSA,Test,Guwahati,22 Nov 25,DNB & 9,DNB & 1,DNB & 0
"WEST INDIES TOUR OF INDIA, 2025",DNB & 0-3,WI,Test,Delhi,10 Oct 25,DNB & 3,DNB & 1,DNB & 0
"ENGLAND TOUR OF INDIA, 2024",0-6 & DNB,ENG,Test,Ranchi,23 Feb 24,6 & DNB,1 & DNB,0 & DNB
"INDIA TOUR OF WEST INDIES, 2023",0-11,WI,T20I,"Lauderhill, Florida",13 Aug 23,11,1,0
INDIAN PREMIER LEAGUE 2022,0-6,RCB,T20,Mumbai,05 Apr 22,60,0.1,0
