batter,runs,balls,fours,sixes,strike_rate,dismissal
Sourav Ganguly,2,4,0,0,50.0,st S Goswami b A Chandila
Ashish Nehra,9,8,1,0,112.5,not out
Murali Kartik,8,9,0,0,88.89,not out
Robin Uthappa,6,6,1,0,100.0,st S Goswami b A Chandila
Jesse Ryder,1,2,0,0,50.0,c Shane Watson b A Chandila
Angelo Mathews,23,19,1,0,121.05,c A Rahane b Shane Watson
Bhuvneshwar Kumar,3,5,0,0,60.0,b Shaun Tait
Callum Ferguson,23,26,2,0,88.46,lbw b J Botha
Steven Smith,37,31,5,0,119.35,c B Hodge b J Botha
Rahul Sharma,0,3,0,0,0.0,c A Rahane b Shane Watson
Anustup Majumdar,9,8,2,0,112.5,c & b A Chandila
