Stat,Test,ODI,T20,IPL
Matches,0,0,35,0
Innings,0,0,15,0
Runs,0,0,89,0
Balls,0,0,85,0
Highest,0,0,25,0
Average,0,0,9.89,0
SR,0,0,104.71,0
Not Out,0,0,6,0
Fours,0,0,7,0
Sixes,0,0,1,0
Ducks,0,0,1,0
