Stat,Test,ODI,T20,IPL
Matches,0,0,35,0
Innings,0,0,35,0
Balls,0,0,623,0
Runs,0,0,896,0
Maidens,0,0,0,0
Wickets,0,0,37,0
Avg,0.0,0.0,24.22,0.0
Eco,0,0,8.63,0
SR,0.0,0.0,16.84,0.0
BBI,-/-,-/-,5/16,-/-
BBM,-/-,-/-,5/16,-/-
