batter,runs,balls,fours,sixes,strike_rate,dismissal
Anmolpreet Singh,5,4,1,0,125.0,c Rashid Khan b Shami
Abhishek Sharma,4,5,1,0,80.0,c W Saha b Yash Dayal
Aiden Markram,10,10,1,0,100.0,c Shanaka b Shami
Rahul Tripathi,1,2,0,0,50.0,c Rahul Tewatia b Shami
Heinrich Klaasen,64,44,4,3,145.45,c Miller b Shami
Sanvir Singh,7,6,0,1,116.67,c Sai Sudharsan b Mohit Sharma
Abdul Samad,4,3,1,0,133.33,c (sub)Shivam Mavi b Mohit Sharma
Marco Jansen,3,6,0,0,50.0,c Hardik Pandya b Mohit Sharma
Bhuvneshwar Kumar,27,26,3,0,103.85,c Rashid Khan b Mohit Sharma
Mayank Markande,18,9,2,1,200.0,not out
Fazalhaq Farooqi,1,5,0,0,20.0,not out
