batter,runs,balls,fours,sixes,strike_rate,dismissal
Yashasvi Jaiswal,6,7,1,0,85.71,c Rashid Khan b Arshad Khan
Sanju Samson,41,28,4,2,146.43,c Sai Kishore b Prasidh
Nitish Rana,1,3,0,0,33.33,c Kulwant Khejroliya b Siraj
Riyan Parag,26,14,1,3,185.71,c Jos Buttler b Kulwant Khejroliya
Dhruv Jurel,5,4,1,0,125.0,c Sai Sudharsan b Rashid Khan
Shimron Hetmyer,52,32,4,3,162.5,c Sai Kishore b Prasidh
Shubham Dubey,1,3,0,0,33.33,lbw b Rashid Khan
Jofra Archer,4,4,0,0,100.0,c Shubman Gill b Prasidh
Maheesh Theekshana,5,13,0,0,38.46,c Sai Sudharsan b Sai Kishore
Tushar Deshpande,3,3,0,0,100.0,c Rashid Khan b Sai Kishore
Sandeep Sharma,6,5,0,0,120.0,not out
