batter,runs,balls,fours,sixes,strike_rate,dismissal
Adam Voges,45,24,5,1,187.5,not out
Yusuf Pathan,28,19,1,1,147.37,c Yuvraj Singh b Srivastava
Faiz Fazal,45,38,5,1,118.42,run out (Chawla)
Naman Ojha,13,10,3,0,130.0,c Srivastava b Sreesanth
Paras Dogra,1,1,0,0,100.0,run out (Chawla/Pathan)
Michael Lumb,41,30,7,0,136.67,st Sangakkara b Chawla
