over,runs,wickets
1,6,0
2,3,0
3,10,0
4,5,0
5,7,0
6,2,0
7,9,0
8,1,0
9,15,0
10,5,0
11,9,0
12,11,0
13,6,0
14,7,0
15,8,0
16,5,0
17,6,0
18,7,0
19,26,0
20,15,0
