over,runs,wickets
1,6,0
2,4,0
3,4,0
4,12,0
5,10,0
6,0,0
7,11,0
8,5,0
9,11,0
10,4,0
11,5,0
12,6,0
13,6,0
14,4,0
15,6,0
16,11,0
17,18,0
18,14,0
19,14,0
20,12,0
