batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul Dravid,16,11,2,0,145.45,c Pollard b Harbhajan Singh
Anil Kumble,1,3,0,0,33.33,not out
Jacques Kallis,14,15,0,1,93.33,b McLaren
Kevin Pietersen,21,16,1,1,131.25,c Tiwary b Harbhajan Singh
Dale Steyn,0,2,0,0,0.0,b Khan
Ross Taylor,9,11,0,0,81.82,c Harbhajan Singh b Fernando
Robin Uthappa,4,6,0,0,66.67,c Nayar b Pollard
Virat Kohli,37,24,4,1,154.17,c Tare b Pollard
Vinay Kumar,10,12,1,0,83.33,not out
Manish Pandey,16,18,2,0,88.89,c Khan b Fernando
Pankaj Singh,1,2,0,0,50.0,c Khan b Pollard
