over,runs,wickets
1,5,0
2,10,0
3,2,0
4,19,0
5,15,0
6,10,0
7,14,0
8,7,0
9,11,0
10,11,0
11,17,0
12,17,0
13,14,0
14,17,0
15,5,0
16,8,0
17,5,0
18,12,0
19,18,0
20,15,0
