batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul,91,50,7,5,182.0,c Rahul Tewatia b Chetan Sakariya
Mayank Agarwal,14,9,2,0,155.56,c Samson b Chetan Sakariya
Gayle,40,28,4,2,142.86,c Stokes b Riyan Parag
Deepak Hooda,64,28,4,6,228.57,c Riyan Parag b Chris Morris
Pooran,0,1,0,0,0.0,c Chetan Sakariya b Chris Morris
Shahrukh Khan,6,4,1,0,150.0,not out
Jhye Richardson,0,2,0,0,0.0,c Chris Morris b Chetan Sakariya
