bowler,overs,maidens,runs,wickets,economy
Glenn Maxwell,2,0,14,0,7.0
Mohammed Siraj,4,0,31,2,7.8
Josh Hazlewood,4,0,28,3,7.0
Shahbaz Ahmed,2,0,19,0,9.5
Harshal Patel,4,0,40,0,10.0
Wanindu Hasaranga,4,0,40,1,10.0
