batter,runs,balls,fours,sixes,strike_rate,dismissal
Kyle Mayers,0,2,0,0,0.0,c Anuj Rawat b Siraj
Ayush Badoni,4,11,0,0,36.36,c Kohli b Hazlewood
Krunal Pandya,14,11,3,0,127.27,c Kohli b Maxwell
Deepak Hooda,1,2,0,0,50.0,st Karthik b W Hasaranga
Marcus Stoinis,13,19,0,1,68.42,c Prabhudessai b Karn Sharma
Nicholas Pooran,9,7,0,1,128.57,c Lomror b Karn Sharma
Krishnappa Gowtham,23,13,1,2,176.92,run out ((sub)Sonu Yadav/Karthik)
Ravi Bishnoi,5,10,0,0,50.0,run out (Harshal Patel/Karthik)
Amit Mishra,19,30,2,0,63.33,c Karthik b Harshal Patel
Naveen-ul-Haq,13,13,2,0,100.0,c Karthik b Hazlewood
KL Rahul,0,3,0,0,0.0,not out
