bowler,overs,maidens,runs,wickets,economy
Sanath Jayasuriya,4.0,0,35,0,8.75
Dwayne Smith,3.0,0,22,2,7.33
Dhawal Kulkarni,3.0,0,26,0,8.67
Andre Nel,3.0,0,31,1,10.33
Ashish Nehra,3.5,0,30,1,8.57
Shaun Pollock,3.0,0,33,0,11.0
