batter,runs,balls,fours,sixes,strike_rate,dismissal
Kyle Mayers,18,13,3,0,138.46,c Green b Chris Jordan
Prerak Mankad,3,6,0,0,50.0,c Hrithik Shokeen b Akash Madhwal
Krunal Pandya,8,11,1,0,72.73,c Tim David b Chawla
Marcus Stoinis,40,27,5,1,148.15,run out (Tim David/Ishan Kishan)
Ayush Badoni,1,7,0,0,14.29,b Akash Madhwal
Nicholas Pooran,0,1,0,0,0.0,c Ishan Kishan b Akash Madhwal
Deepak Hooda,15,13,0,1,115.38,run out (Green/Akash Madhwal/Rohit)
Krishnappa Gowtham,2,3,0,0,66.67,run out (Rohit)
Ravi Bishnoi,3,6,0,0,50.0,c Chris Jordan b Akash Madhwal
Naveen-ul-Haq,1,5,0,0,20.0,not out
Mohsin Khan,0,7,0,0,0.0,b Akash Madhwal
