Stat,Test,ODI,T20,IPL
Matches,0,0,25,0
Innings,0,0,13,0
Runs,0,0,114,0
Balls,0,0,155,0
Highest,0,0,27,0
Average,0,0,22.8,0
SR,0,0,73.55,0
Not Out,0,0,8,0
Fours,0,0,3,0
Sixes,0,0,0,0
Ducks,0,0,0,0
