Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
ICC MEN'S T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2026,1-9,IDN,T20I,"Sano, Kanto",08 May 26,2.2,4,0
"ICC MENS T20 WORLD CUP SUB REGIONAL EAST ASIA-PACIFIC QUALIFIER B, 2024",1-11,SKR,T20I,Incheon,05 Oct 24,2.7,4,0
"ICC MENS T20 WORLD CUP SUB REGIONAL EAST ASIA-PACIFIC QUALIFIER B, 2024",2-23,IDN,T20I,Incheon,04 Oct 24,5.7,4,0
"ICC MENS T20 WORLD CUP SUB REGIONAL EAST ASIA-PACIFIC QUALIFIER B, 2024",2-21,JPN,T20I,Incheon,02 Oct 24,5.2,4,0
"ICC MENS T20 WORLD CUP SUB REGIONAL EAST ASIA-PACIFIC QUALIFIER B, 2024",1-20,SKR,T20I,Incheon,01 Oct 24,5,4,0
"ICC MENS T20 WORLD CUP SUB REGIONAL EAST ASIA-PACIFIC QUALIFIER B, 2024",1-6,IDN,T20I,Incheon,29 Sep 24,2,3,0
"ICC MENS T20 WORLD CUP SUB REGIONAL EAST ASIA-PACIFIC QUALIFIER B, 2024",2-12,JPN,T20I,Incheon,28 Sep 24,3,4,0
"T20I TRI-SERIES IN SOUTH KOREA, 2024",2-22,JPN,T20I,Incheon,26 Sep 24,7.3,3,0
PHILIPPINES TOUR OF INDONESIA T20I SERIES 2023,1-29,IDN,T20I,Bali,26 Dec 23,7.2,4,0
PHILIPPINES TOUR OF INDONESIA T20I SERIES 2023,1-10,IDN,T20I,Bali,24 Dec 23,2.5,4,1
PHILIPPINES TOUR OF INDONESIA T20I SERIES 2023,1-28,IDN,T20I,Bali,24 Dec 23,7,4,0
PHILIPPINES TOUR OF INDONESIA T20I SERIES 2023,3-25,IDN,T20I,Bali,23 Dec 23,6.2,4,0
PHILIPPINES TOUR OF INDONESIA T20I SERIES 2023,0-8,IDN,T20I,Bali,23 Dec 23,2.6,3,0
PHILIPPINES TOUR OF INDONESIA T20I SERIES 2023,1-16,IDN,T20I,Bali,22 Dec 23,4,4,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,0-21,VAN,T20I,Port Moresby,29 Jul 23,5.2,4,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,0-39,PNG,T20I,Port Moresby,28 Jul 23,9.7,4,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,1-21,JPN,T20I,Port Moresby,26 Jul 23,7,3,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,2-8,VAN,T20I,Port Moresby,25 Jul 23,2,4,2
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,0-12,PNG,T20I,Port Moresby,23 Jul 23,6,2,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,0-40,JPN,T20I,Port Moresby,22 Jul 23,10,4,0
ICC MENS T20 WORLD CUP QUALIFIER A 2022,1-21,GER,T20I,Al Amerat,24 Feb 22,5.2,4,0
ICC MENS T20 WORLD CUP QUALIFIER A 2022,0-38,BHR,T20I,Al Amerat,22 Feb 22,9.5,4,0
ICC MENS T20 WORLD CUP QUALIFIER A 2022,1-27,OMAN,T20I,Al Amerat,21 Feb 22,18,1.5,0
ICC MENS T20 WORLD CUP QUALIFIER A 2022,0-33,NEP,T20I,Al Amerat,19 Feb 22,8.2,4,0
ICC MENS T20 WORLD CUP QUALIFIER A 2022,1-40,CAN,T20I,Al Amerat,18 Feb 22,10,4,0
