bowler,overs,maidens,runs,wickets,economy
Bhuvneshwar Kumar,4,0,33,0,8.2
Marco Jansen,4,0,63,0,15.8
T Natarajan,4,0,43,0,10.8
Washington Sundar,4,0,34,0,8.5
Umran Malik,4,0,25,5,6.2
