Stat,Test,ODI,T20,IPL
Matches,0,0,0,8
Innings,0,0,0,4
Runs,0,0,0,75
Balls,0,0,0,57
Highest,0,0,0,40
Average,0,0,0,37.5
SR,0,0,0,131.58
Not Out,0,0,0,2
Fours,0,0,0,4
Sixes,0,0,0,4
Ducks,0,0,0,0
