bowler,overs,maidens,runs,wickets,economy
Shakib,3,0,33,0,11.0
Shivam Mavi,4,0,32,1,8.0
Lockie Ferguson,4,0,56,0,14.0
Chakaravarthy,4,0,38,0,9.5
Narine,4,0,26,2,6.5
Venkatesh Iyer,1,0,5,0,5.0
