bowler,overs,maidens,runs,wickets,economy
N Thushara,4.0,0,28,3,7.0
Arjun Tendulkar,2.2,0,22,0,9.4
Anshul Kamboj,3.0,0,48,0,16.0
Chawla,4.0,0,29,3,7.2
Nehal Wadhera,2.0,0,13,0,6.5
Hardik Pandya,2.0,0,27,0,13.5
Naman Dhir,0.4,0,17,0,25.5
Romario Shepherd,2.0,0,30,0,15.0
