batter,runs,balls,fours,sixes,strike_rate,dismissal
Lewis,24,19,3,1,126.32,lbw b Bumrah
Jaiswal,12,9,3,0,133.33,c Ishan Kishan b Coulter-Nile
Samson,3,6,0,0,50.0,c Jayant Yadav b Neesham
Shivam Dube,3,8,0,0,37.5,b Neesham
Glenn Phillips,4,13,0,0,30.77,b Coulter-Nile
Miller,15,23,0,0,65.22,lbw b Coulter-Nile
Rahul Tewatia,12,20,0,0,60.0,c Ishan Kishan b Neesham
Shreyas Gopal,0,1,0,0,0.0,c Ishan Kishan b Bumrah
Chetan Sakariya,6,11,1,0,54.55,b Coulter-Nile
Kuldip Yadav,0,4,0,0,0.0,not out
Mustafizur,8,7,0,1,114.29,not out
