Stat,Test,ODI,T20,IPL
Matches,9,0,4,51
Innings,15,0,3,45
Runs,459,0,12,970
Balls,823,0,23,634
Highest,125,0,6,81
Average,35.31,0,4,29.39
SR,55.78,0,52.18,153.00
Not Out,2,0,0,12
Fours,47,0,1,80
Sixes,10,0,0,49
Ducks,1,0,0,5
