Stat,Test,ODI,T20,IPL
Matches,0,42,79,28
Innings,0,40,72,24
Balls,0,1564,1332,312
Runs,0,1430,2223,628
Maidens,0,14,0,0
Wickets,0,34,81,15
Avg,0.0,42.06,27.44,41.87
Eco,0,5.49,10.01,12.08
SR,0.0,46.0,16.44,20.8
BBI,-/-,3/37,5/20,3/54
BBM,-/-,3/37,5/20,3/54
