batter,runs,balls,fours,sixes,strike_rate,dismissal
Yuvraj Singh,9,6,1,0,150.0,c I Pandey b DJ Bravo
Jean-Paul Duminy,5,5,0,0,100.0,b I Pandey
Albie Morkel,73,55,8,1,132.73,not out
Amit Mishra,4,4,0,0,100.0,run out (Dhoni/Nehra)
Kedar Jadhav,20,20,2,0,100.0,c R Jadeja b Mohit Sharma
CM Gautam,4,5,0,0,80.0,c DJ Bravo b Nehra
Mayank Agarwal,15,12,2,1,125.0,c Dhoni b Nehra
Imran Tahir,2,2,0,0,100.0,c Raina b DJ Bravo
Nathan Coulter-Nile,5,4,1,0,125.0,b Ashwin
Shreyas Iyer,7,7,1,0,100.0,c du Plessis b Nehra
