bowler,overs,maidens,runs,wickets,economy
Harbhajan Singh,3.0,0,14,2,4.67
Lasith Malinga,3.4,1,13,5,3.82
Ali Murtaza,4.0,0,21,1,5.25
Munaf Patel,3.0,0,20,0,6.67
Kieron Pollard,3.0,0,18,0,6.0
James Franklin,1.0,0,9,0,9.0
