batter,runs,balls,fours,sixes,strike_rate,dismissal
Head,47,28,5,3,167.86,b Prince Yadav
Abhishek Sharma,6,6,1,0,100.0,c Pooran b Thakur
Ishan Kishan,0,1,0,0,0.0,c Pant b Thakur
Nitish Reddy,32,28,2,0,114.29,b Ravi Bishnoi
Klaasen,26,17,2,1,152.94,run out (Prince Yadav)
Aniket Verma,36,13,0,5,276.92,c David Miller b Digvesh Rathi
Abhinav Manohar,2,6,0,0,33.33,c Abdul Samad b Thakur
Cummins,18,4,0,3,450.0,c Digvesh Rathi b Avesh Khan
Harshal Patel,12,11,0,0,109.09,not out
Shami,1,3,0,0,33.33,c Ayush Badoni b Thakur
Simarjeet Singh,3,4,0,0,75.0,not out
