Stat,Test,ODI,T20,IPL
Matches,0,0,13,0
Innings,0,0,9,0
Balls,0,0,158,0
Runs,0,0,195,0
Maidens,0,0,0,0
Wickets,0,0,12,0
Avg,0.0,0.0,16.25,0.0
Eco,0,0,7.41,0
SR,0.0,0.0,13.17,0.0
BBI,-/-,-/-,3/26,-/-
BBM,-/-,-/-,3/26,-/-
