batter,runs,balls,fours,sixes,strike_rate,dismissal
VVS Laxman,48,34,8,0,141.18,c Yuvraj Singh b Chawla
Adam Gilchrist,6,6,0,0,100.0,b Pathan
Nuwan Zoysa,1,2,0,0,50.0,b Sreesanth
Shahid Afridi,13,7,1,1,185.71,c Yuvraj Singh b Gagandeep Singh
Herschelle Gibbs,7,9,0,0,77.78,c Goel b Chawla
Venugopal Rao,1,2,0,0,50.0,run out (Yuvraj Singh/Sangakkara)
RP Singh,2,2,0,0,100.0,not out
Rohit Sharma,76,42,10,2,180.95,not out
Sanjay Bangar,3,8,0,0,37.5,c Sreesanth b Chawla
Doddapaneni Kalyankrishna,3,8,0,0,37.5,c Marsh b Pathan
