Stat,Test,ODI,T20,IPL
Matches,0,0,8,0
Innings,0,0,8,0
Runs,0,0,42,0
Balls,0,0,43,0
Highest,0,0,25,0
Average,0,0,6,0
SR,0,0,97.68,0
Not Out,0,0,1,0
Fours,0,0,1,0
Sixes,0,0,2,0
Ducks,0,0,4,0
