batter,runs,balls,fours,sixes,strike_rate,dismissal
Dwayne Bravo,9,7,2,0,128.57,c A Rayudu b P Suyal
MS Dhoni,10,12,1,0,83.33,c K Pollard b P Ojha
Suresh Raina,0,1,0,0,0.0,c K Pollard b M Johnson
S Badrinath,0,3,0,0,0.0,lbw b M Johnson
Ravindra Jadeja,20,16,2,0,125.0,c A Rayudu b P Ojha
Ravichandran Ashwin,2,8,0,0,25.0,b H Singh
Murali Vijay,2,4,0,0,50.0,b M Johnson
Ben Laughlin,4,8,0,0,50.0,not out
Michael Hussey,22,26,1,1,84.62,c Dwayne Smith b P Ojha
Mohit Sharma,0,3,0,0,0.0,c P Suyal b L Malinga
Chris Morris,1,4,0,0,25.0,b L Malinga
