bowler,overs,maidens,runs,wickets,economy
Ravindra Jadeja,4,0,26,1,6.5
Albie Morkel,3,0,20,0,6.67
Mohit Sharma,4,0,21,3,5.25
Chris Morris,3,0,21,1,7.0
Ravichandran Ashwin,2,0,20,0,10.0
Dwayne Bravo,4,0,18,1,4.5
