bowler,overs,maidens,runs,wickets,economy
Trent Boult,2.4,0,30,0,11.2
Krunal Pandya,3.0,0,31,0,10.3
Jasprit  Bumrah,3.0,0,21,0,7.0
Rahul Chahar,4.0,0,19,1,4.8
Jayant Yadav,4.0,0,20,0,5.0
Kieron Pollard,1.0,0,11,0,11.0
