batter,runs,balls,fours,sixes,strike_rate,dismissal
Harbhajan Singh,0,1,0,0,0.0,lbw b Pathan
Sanath Jayasuriya,1,7,0,0,14.29,c &amp; b Lee
Shaun Pollock,22,21,2,1,104.76,c Yuvraj Singh b Sreesanth
Dwayne Bravo,23,21,4,0,109.52,b Chawla
Ashish Nehra,2,10,0,0,20.0,not out
Robin Uthappa,21,18,2,1,116.67,c Sarwan b Singh
Luke Ronchi,11,8,1,1,137.5,run out (Lee)
Dhawal Kulkarni,2,16,0,0,12.5,not out
Abhishek Nayar,2,3,0,0,66.67,c Chawla b Pathan
Saurabh Tiwary,17,10,2,1,170.0,b Chawla
Musavir Khote,8,7,1,0,114.29,hit wicket b Sreesanth
