Stat,Test,ODI,T20,IPL
Matches,2,13,24,12
Innings,3,10,15,8
Runs,106,272,88,151
Balls,157,244,84,93
Highest,97,68,19,43
Average,35.33,27.2,8.8,30.2
SR,67.52,111.48,104.77,162.37
Not Out,0,0,5,3
Fours,15,32,5,14
Sixes,2,8,3,7
Ducks,1,1,2,0
