batter,runs,balls,fours,sixes,strike_rate,dismissal
Rohit,6,5,1,0,120.0,c Samson b Boult
Ishan Kishan,0,3,0,0,0.0,c Samson b Sandeep Sharma
Suryakumar Yadav,10,8,2,0,125.0,c Rovman Powell b Sandeep Sharma
Tilak Varma,65,45,5,3,144.44,c Rovman Powell b Sandeep Sharma
Nabi,23,17,2,1,135.29,c and b Chahal
Nehal Wadhera,49,24,3,4,204.17,c Sandeep Sharma b Boult
Hardik Pandya,10,10,1,0,100.0,lbw b Avesh Khan
Tim David,3,5,0,0,60.0,c Riyan Parag b Sandeep Sharma
Gerald Coetzee,0,1,0,0,0.0,c Hetmyer b Sandeep Sharma
Chawla,1,1,0,0,100.0,not out
Bumrah,2,1,0,0,200.0,not out
