Stat,Test,ODI,T20
WPL,Matches,0,0
Innings,0,0,23
Runs,0,0,60
Balls,0,0,100
Highest,0,0,10
Average,0,0,5
SR,0,0,60.00
Not Out,0,0,11
Fours,0,0,1
Sixes,0,0,0
Ducks,0,0,3
