Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",2-3,CHNW,T20I,Mong Kok,08 May 26,1.5,2,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",1-15,MLYW,T20I,Mong Kok,07 May 26,3.7,4,1
BHUTAN WOMEN'S T20I TRI-SERIES 2026,2-24,BTNW,T20I,Gelephu,22 Jan 26,6,4,0
BHUTAN WOMEN'S T20I TRI-SERIES 2026,1-12,MLYW,T20I,Gelephu,21 Jan 26,3,4,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",0-6,MLYW,T20I,Kuala Lumpur,30 Nov 25,6,1,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,0-17,MMRW,T20I,Hangzhou,25 Sep 25,4.2,4,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,0-11,CHNW,T20I,Hangzhou,23 Sep 25,2.7,4,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,2-18,MMRW,T20I,Hangzhou,20 Sep 25,4.5,4,0
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2025,0-6,NEPW,T20I,Bangkok,13 May 25,6,1,0
ICC WOMENS T20 WORLD CUP ASIA QUALIFIER 2025,0-9,BHRW,T20I,Bangkok,12 May 25,4.5,2,0
WOMENS T20I QUADRANGULAR SERIES IN THAILAND 2025,1-27,KUWW,T20I,Bangkok,06 May 25,6.7,4,0
WOMENS T20I QUADRANGULAR SERIES IN THAILAND 2025,0-20,THAIW,T20I,Bangkok,04 May 25,6.6,3,0
WOMENS T20I QUADRANGULAR SERIES IN THAILAND 2025,0-17,UAEW,T20I,Bangkok,03 May 25,5.6,3,0
WOMENS T20 QUADRANGULAR SERIES IN UGANDA 2025,0-21,NEPW,T20I,Entebbe,14 Mar 25,10.5,2,0
WOMENS T20 QUADRANGULAR SERIES IN UGANDA 2025,0-14,NAMW,T20I,Entebbe,13 Mar 25,7,2,0
WOMENS T20 QUADRANGULAR SERIES IN UGANDA 2025,0-11,UGAW,T20I,Entebbe,12 Mar 25,2.7,4,1
WOMENS T20 QUADRANGULAR SERIES IN UGANDA 2025,0-19,NEPW,T20I,Entebbe,10 Mar 25,4.7,4,0
WOMENS T20 QUADRANGULAR SERIES IN UGANDA 2025,0-10,NAMW,T20I,Entebbe,09 Mar 25,2.5,4,0
WOMENS T20 QUADRANGULAR SERIES IN UGANDA 2025,0-4,UGAW,T20I,Entebbe,08 Mar 25,2,2,1
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",0-11,CHNW,T20I,Hangzhou,08 Nov 24,11,1,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",0-22,MMRW,T20I,Hangzhou,07 Nov 24,5.5,4,0
WOMENS EAST ASIA CUP 2024,0-8,JPNW,T20I,Incheon,13 Oct 24,4,2,0
WOMENS EAST ASIA CUP 2024,0-14,CHNW,T20I,Incheon,09 Oct 24,3.5,4,0
WOMENS EAST ASIA CUP 2024,0-6,JPNW,T20I,Incheon,08 Oct 24,1.5,4,2
"HONG KONG WOMEN TOUR OF NETHERLANDS, 2024",0-25,NEDW,T20I,Utrecht,19 Jun 24,8.3,3,0
"HONG KONG WOMEN TOUR OF NETHERLANDS, 2024",0-12,NEDW,T20I,Utrecht,19 Jun 24,12,1,0
"HONG KONG WOMEN TOUR OF NETHERLANDS, 2024",1-24,NEDW,T20I,Utrecht,18 Jun 24,12,2,0
"HONG KONG WOMEN TOUR OF NETHERLANDS, 2024",0-47,NEDW,T20I,Utrecht,17 Jun 24,11.7,4,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,2-15,THAIW,T20I,Kuala Lumpur,14 Feb 24,3.7,4,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,1-23,BTNW,T20I,Bangi,13 Feb 24,5.7,4,0
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,1-6,MDVW,T20I,Kuala Lumpur,11 Feb 24,2,3,1
ASIAN CRICKET COUNCIL WOMENS PREMIER CUP 2024,1-9,NEPW,T20I,Kuala Lumpur,10 Feb 24,4.5,2,0
WOMENS T20I QUADRANGULAR SERIES IN HONG KONG 2023,3-21,TANW,T20I,Mong Kok,19 Nov 23,5.2,4,0
WOMENS T20I QUADRANGULAR SERIES IN HONG KONG 2023,0-16,TANW,T20I,Mong Kok,18 Nov 23,16,1,0
WOMENS T20I QUADRANGULAR SERIES IN HONG KONG 2023,3-6,NEPW,T20I,Mong Kok,16 Nov 23,1.5,4,1
