over,runs,wickets
1,4,0
2,7,0
3,14,0
4,5,0
5,3,0
6,6,0
7,4,0
8,2,0
9,3,0
10,1,0
11,4,0
12,7,0
13,1,0
14,5,0
15,5,0
16,3,0
17,8,0
18,4,0
19,2,0
20,8,0
