over,runs,wickets
1,2,0
2,12,0
3,5,0
4,2,0
5,13,0
6,5,0
7,11,0
8,13,0
9,5,0
10,7,0
11,6,0
12,8,0
13,8,0
14,19,0
15,20,0
16,4,0
17,12,0
18,9,0
19,3,0
20,18,0
