batter,runs,balls,fours,sixes,strike_rate,dismissal
Sourav Ganguly,11,20,1,0,55.0,c Morkel b Kemp
Brad Hodge,0,2,0,0,0.0,c Ashwin b Morkel
Murali Kartik,21,20,2,0,105.0,run out (Badrinath)
Shane Bond,1,2,0,0,50.0,b Ashwin
Owais Shah,5,4,1,0,125.0,c Dhoni b Balaji
Manoj Tiwary,8,3,2,0,266.67,b Gony
Ishant Sharma,6,15,0,0,40.0,not out
Wriddhiman Saha,22,13,5,0,169.23,b Balaji
Laxmi Shukla,19,16,3,0,118.75,c Morkel b Muralitharan
Angelo Mathews,6,13,0,0,46.15,lbw b Kemp
Rohan Gavaskar,2,8,0,0,25.0,c Vijay b Kemp
