batter,runs,balls,fours,sixes,strike_rate,dismissal
Martin Guptill,23,11,4,1,209.09,c Henriques b Bhuvneshwar
Manan Vohra,3,6,0,0,50.0,c S Kaul b Nehra
Shaun Marsh,84,50,14,2,168.0,c Deepak Hooda b Bhuvneshwar
Glenn Maxwell,0,2,0,0,0.0,c Nehra b S Kaul
Eoin Morgan,26,21,2,1,123.81,c Deepak Hooda b Rashid Khan
Wriddhiman Saha,2,4,0,0,50.0,b S Kaul
Axar Patel,16,9,2,0,177.78,c Warner b S Kaul
Anureet Singh,15,12,2,0,125.0,c Williamson b Nehra
Mohit Sharma,2,4,0,0,50.0,c Deepak Hooda b Nehra
Ishant Sharma,5,2,1,0,250.0,not out
