Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",2-25,CHNW,T20I,Mong Kok,08 May 26,6.2,4,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",0-13,MLYW,T20I,Mong Kok,07 May 26,4.3,3,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",2-15,MLYW,T20I,Kuala Lumpur,04 Dec 25,5,3,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",0-15,MLYW,T20I,Kuala Lumpur,03 Dec 25,3.7,4,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",1-21,MLYW,T20I,Kuala Lumpur,01 Dec 25,5.2,4,0
"HONG KONG, CHINA WOMEN TOUR OF MALAYSIA 2025",2-28,MLYW,T20I,Kuala Lumpur,30 Nov 25,7,4,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,2-10,MMRW,T20I,Hangzhou,25 Sep 25,2.5,4,1
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,0-9,MGLW,T20I,Hangzhou,22 Sep 25,3,3,0
WOMENS T20 QUADRANGULAR SERIES IN UGANDA 2025,0-21,NEPW,T20I,Entebbe,14 Mar 25,5.2,4,0
WOMENS T20 QUADRANGULAR SERIES IN UGANDA 2025,0-18,NAMW,T20I,Entebbe,13 Mar 25,7.2,2.5,0
WOMENS T20 QUADRANGULAR SERIES IN UGANDA 2025,1-15,UGAW,T20I,Entebbe,12 Mar 25,7.5,2,0
"WOMENS T20I QUADRANGULAR SERIES IN HONG KONG, CHINA 2024",1-28,CHNW,T20I,Mong Kok,08 Dec 24,7,4,0
WOMENS EAST ASIA CUP 2024,1-13,JPNW,T20I,Incheon,13 Oct 24,4.3,3,1
WOMENS EAST ASIA CUP 2024,1-9,MGLW,T20I,Incheon,10 Oct 24,4.2,2.1,0
WOMENS EAST ASIA CUP 2024,3-11,CHNW,T20I,Incheon,09 Oct 24,2.7,4,0
"HONG KONG WOMEN TOUR OF NETHERLANDS, 2024",2-22,NEDW,T20I,Utrecht,19 Jun 24,7.3,3,0
"HONG KONG WOMEN TOUR OF NETHERLANDS, 2024",0-19,NEDW,T20I,Utrecht,19 Jun 24,6.3,3,0
