batter,runs,balls,fours,sixes,strike_rate,dismissal
Ruturaj Gaikwad,10,13,1,0,76.92,c Shivam Dube b Mustafizur
du Plessis,33,17,4,2,194.12,c Riyan Parag b Chris Morris
Moeen,26,20,1,2,130.0,c Riyan Parag b Rahul Tewatia
Raina,18,15,1,1,120.0,c Chris Morris b Chetan Sakariya
Rayudu,27,17,0,3,158.82,c Riyan Parag b Chetan Sakariya
Ravindra Jadeja,8,7,1,0,114.29,c Samson b Chris Morris
Dhoni,18,17,2,0,105.88,c Jos Buttler b Chetan Sakariya
Sam Curran,13,6,0,1,216.67,run out (Mustafizur/Samson)
DJ Bravo,20,8,2,1,250.0,not out
Thakur,1,1,0,0,100.0,run out (Samson/Mustafizur)
