bowler,overs,maidens,runs,wickets,economy
Arshdeep Singh,4,0,16,3,4.0
Marco Jansen,4,0,31,1,7.8
Azmatullah Omarzai,4,0,33,2,8.2
Yuzvendra Chahal,4,0,50,1,12.5
Vijaykumar Vyshak,3,0,49,0,16.3
Marcus Stoinis,1,0,17,0,17.0
