batter,runs,balls,fours,sixes,strike_rate,dismissal
Sanju Samson,7,3,0,1,233.33,c Heinrich Klaasen b Nitish Reddy
Ruturaj Gaikwad,19,13,3,0,146.15,c Salil Arora b Eshan Malinga
Ayush Mhatre,30,13,5,1,230.77,c Heinrich Klaasen b Nitish Reddy
Matthew Short,34,30,3,0,113.33,c Aniket Verma b Eshan Malinga
Sarfaraz Khan,25,19,3,0,131.58,c Nitish Reddy b Eshan Malinga
Dewald Brevis,0,4,0,0,0.0,c Liam Livingstone b Shivang Kumar
Shivam Dube,21,16,1,1,131.25,b Sakib Hussain
Jamie Overton,16,15,1,0,106.67,c Liam Livingstone b Praful Hinge
Anshul Kamboj,13,8,0,1,162.5,not out
Noor Ahmad,1,1,0,0,100.0,not out
