Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
ICC MEN'S T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2026,3-9,JPN,T20I,Nisshin,09 May 26,3.7,2.4,0
ICC MEN'S T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2026,0-9,FIJI,T20I,Nisshin,08 May 26,4.5,2,0
"MALAYSIA OPEN T20I CHAMPIONSHIP, 2024",1-24,KUW,T20I,Kuala Lumpur,11 Mar 24,12,2,0
"MALAYSIA OPEN T20I CHAMPIONSHIP, 2024",1-10,BHR,T20I,Kuala Lumpur,10 Mar 24,3.3,3,0
"MALAYSIA OPEN T20I CHAMPIONSHIP, 2024",0-12,KUW,T20I,Kuala Lumpur,07 Mar 24,4,3,0
"MALAYSIA OPEN T20I CHAMPIONSHIP, 2024",0-20,MLY,T20I,Kuala Lumpur,06 Mar 24,5,4,0
"MALAYSIA OPEN T20I CHAMPIONSHIP, 2024",1-11,TAN,T20I,Kuala Lumpur,05 Mar 24,5.5,2,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,2-20,PNG,T20I,Port Moresby,26 Jul 23,5,4,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,0-23,PHI,T20I,Port Moresby,25 Jul 23,7.6,3,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,3-10,JPN,T20I,Port Moresby,23 Jul 23,3,3.3,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,1-14,PNG,T20I,Port Moresby,22 Jul 23,10.7,1.3,0
"ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER A, 2022",1-12,CIS,T20I,Port Vila,15 Sep 22,6,2,0
"ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER A, 2022",1-20,FIJI,T20I,Port Vila,13 Sep 22,5,4,0
"ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER A, 2022",1-10,WSM,T20I,Port Vila,13 Sep 22,2.5,4,1
"ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER A, 2022",1-24,WSM,T20I,Port Vila,10 Sep 22,6,4,0
"ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER A, 2022",1-26,CIS,T20I,Port Vila,10 Sep 22,6.5,4,0
"ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER A, 2022",3-13,FIJI,T20I,Port Vila,08 Sep 22,4.3,3,0
"VANUATU TOUR OF MALAYSIA, 2019",1-43,MLY,T20I,Kuala Lumpur,04 Oct 19,10.7,4,0
"VANUATU TOUR OF MALAYSIA, 2019",1-29,MLY,T20I,Kuala Lumpur,03 Oct 19,7.2,4,0
"VANUATU TOUR OF MALAYSIA, 2019",0-18,MLY,T20I,Kuala Lumpur,29 Sep 19,4.5,4,1
